sentence,overall
"Mình mua sp[9,10,neu] trên tiki giá[32,34,p] trị cao khánhiều, nhưng đợt tết nghe mấy đv vận chuyển tráo hàng nên mình hơisợ. Và để đảm bảo mình đến bưu cục để lấyluôn. Máy[150,152,neu] nhìn chungok, apple đúng biết cắt cổ ko tặng cục sạc phải muathêm. Đt mượn do đổi từ samsung qua thử nên dùng hơi chưaquen. Nhìn chung sp ổn giá tốt hơn shop ngoài thịtrường, nhưng hơi lo về khâu vận chuyện[382,391,neu] do đối tác lưu kholâu. Mn nên mua tiki now để được ship k nên mua tỉnh lẻ quá nhiều rủiro.",neu
"Đóng gói[0,7,p] cẩnthận,giao hàng[19,32,p]nhanh, bạn shipper dểthương. Máy[71,73,p] mới còn nguyêntem. Đây là lần đầu tiên mình mua 1 món giá trị thế này trêntiki. Sẻ tiếp tục trung thành với tiki",p
"Cực kì không hài lòng về cách đóng hàng[30,38,neg] của Tiki với sản phẩm có giá trị lớn nhưiPhone. Đóng hàng[99,107,neg] cẩuthả, vận chuyển[129,138,neg] mópméo, biến dạng cạnh hộpiPhone. Nhân viên giao hàng cũng không đối soát khi giao đối với sản phẩm có giá trịlớn. Cực kì không hàilòng!!!",neg
"Mua từ tháng12/2020 đến nay là tháng10/2022 là gần 2 năm mình quay lại viết đánh giá 5 sao thì các bạn đủ hiểu máy[111,113,p] sử dụng ok đến mứcnào, 2 năm vẫn lướt mượtmà, chưa gặp lỗigì, pin[188,190,neu] hiện tại82% nhưng vẫn sử dụng trọn 1 ngày đến tối mới phảisạc. Máy[268,270,neu] mát không nóng trừ lúc chơi gamenặng.",p
"Máy[0,2,p] còn nguyênhộp, chính hãng VNA. Bảo hành[40,49,p] đúng ngày kích hoạt máy Tuy nhiên thời gian luân chuyển[94,114,neg] đơn hàng quá lâu( mất hơn 1 tháng). Trong khi bàn giao lại cho bên giao hàng chỉ mất 3 ngày thì đã nhận được máy. Máy giá trị cao mà chỉ quấn 1 lớp giấy bên trong ảnh hưởng hộp máy[302,308,neg] đã bị móp méo 1 góc.",neu
"Chọn tikinow nên đc nhận trongngày, đóng gói[36,43,p]kỹ, Shipper mở cho kiểm ngoại quan tại chỗ vì đh giá trịcao, thấy đóng gói rất cẩn thận(phải chi bọc sách cũng đc dị🥲), hộp[174,176,p] nguyênseal, đủpk. Đt[207,208,p]mới, màu[225,227,p] đẹp kích hoạt ngay ngày mualuôn, bảo hành cũng đúng 1năm, dùng đc tầm 1 tuần thì thấy cũngổn, trừ hết pin[342,344,neg] hơinhanh, đc 1ngày, à có để mở sáng màn hình không tắt không wifi cả ngày thì từ sáng tới chiều hao tầm60~70%, cũng ok với đứa không coi phim chơi game nhiều như mình 🤣 không đòi hỏi nhiều nên nói chung kháưng.",p
"Hàng[0,3,p] chuẩn chínhhãng. Giao hàng[29,37,p]nhanh. Nhận hàng sau khi đặt 1ngày. Nguyênseal. Cảm ơn Tiki 😋🤔🤣😅🤩♥️🍻😄♥️👍🌿👍♥️🍷🐘🍷",p
"Giao hàng[0,8,p] cực nhanh một tiếng đã có hàng sản phẩm[48,55,p] chính hãng sản xuất năm hai không 21 tem niêm phong của Teakey rất an tâm quá trình sử dụng ban đầu hơi khó khăn nhưng giờ đã ổn không có vấn đềgì. Tuy nhiên mình không rõ thời gian bảo hành[238,255,neu] hoặc thẻ bảo hành hoặc kích hoạt thời gian bảo hành như thế nào không được hướngdẫn.",p
" sản phẩm[1,8,neu] giống quảngcáo, giao hàng[35,43,p] nhanh đúnghẹn, máy[69,71,p] hoạt độngtốt, không gặp vấn đềgì, nhưng lúc bóc seal xong phát hiện có một vết xước nhẹ trên tay thỏ gần loa[175,189,neg] thoại chưa biết lýdo, nên cho 3 sao thôinhé.",neu
"Mình mua trảgóp, Đã nhận hàng hôm27/12/2021 nhưng quên đánhgiá.Hàng[59,66,p] giao đúnghẹn.đc kiểm hàng trước khinhận.nhìn máy[122,124,neu] khámướt.có 1 lỗi nhỏ xíu ở cạnh của máy[166,177,neu] nhưng vẫn chấp nhậnđc.khởi động cài đặt máy có sẵn89% pin[246,248,neu] sau đó có bị hao đi cũng nhanh chắc do quá trình cài đặt dẫn đếnhao. Mình sd hnay là 5 ngày thì có bị tình trạng gọi*** bị mất tiếng trong lúc gọi nên khá lo mua fai hànglỗi. Sau đó có vô đánh giá của bạn nào mua trước gặp fai lỗi nay nên có chỉnh lại âm lượng thì okrồi.k bit mai co bi laik.Mình mua đc sale400k.sau 1 tuần thì giảm tiếp nên hơi bịtiếc😂.pin thì xài ít thì đc 2ngày.xài nhiều thì 1ngày.k bị nóngmáy.hàng gói[684,686,p] cẩn thận có tem của tiki trước khi khuihộp.kích hoạt bảo hành đã được bật trước 1ngày.máy sx2021. Lần đầu mua hàng điện tử trên mạng nhưng khá antâm.hi vọng k gặp thêm lỗi gì trong qtsd.",neu
"Giao hàng[0,8,p] nhanh trong ngày Lúc đầu gặp chút rắc rối về vấn đề mua điện thoại và giao hàng nhưng sau đó Tiki cũng hỗ trợ giúp mình giải quyết trong 7 ngày Mua được đúng màu[175,177,p] yêuthích, khởi động máy là kích hoạt bảo hành ngay Adapter cũng mua ởTiki, đọc comment thấy mấy bạn mua trước phàn nàn về nóng điện thoại khi dùng sạcnhanh, cũng hơi lo nhưng mua về sạc nhanh[372,380,p] không nóng tí nào Lần sau mua mong không gặp rắc rối như vầy nữa Dù sao cũng cảm ơn Tiki nhiều",p
"Sản phẩm chính hãng apple mã hàng VN năm sản xuất2021, kích hoạt bảo hành online khi máy kết nội mạng Máy[102,105,p] đẹp long lanh, giá[133,135,p][133,135,p] tốt so với các shop lớn mà chất lượng thì tương đương Phù hợp cho bạn nào tìm 1 chiếc máy thương hiệuapple, hiệu năng[257,265,p]đỉnh, chụp hình[283,291,p] đẹp, viên pin tốt, vẫn được apple hổ trợ trong tương lai mà giá thì rất phảichăng, đáng đồng tiền bạn cực khổ kiếm ra^_^ Tiki giao hàng[441,449,p]nhanh, cho phép đồng kiểm hàng khinhận!",p
"5 sao cho Tiki Trading 1 sao cho đối tác vận chuyển JNT Hàng giá trịcao, đã dán dễ vỡ mà để xẹplép, không có ý thức bảo vệ hàng cho kháchhàng!",
"Hàng[0,3,p] chính hãngVN/A new seal, web apple sẽ tự cập nhật thời gian bảo hành( sau khi giao hàng) và tiki gửi hoá đơn điệntử. Tiki giao cỡ chưa tới 1 tuần trong khi dự kiến 2tuần. Màu[183,185,p]xinh. Pin[203,205,neu] xàibth. Xài esim nhưng chơi game vẫn nóngmáy. Ip 11 tím cũng xinh xắnnữa. Giá[294,296,p] lại rẻ hơn bên ngoàinhiều.",p
"Giao[0,3,p]nhanh, an tâm khi nhậnhàng. Đóng gói[39,46,neu] thì như cái đống chà nhìn mắc cườiquá.....điện thoại cả hơn 10tr chứ ít gì vẫn*****",neu
"Vì mình chọn Tiki now nên sau 3 tiếng đặt là mình nhận đc hàngrồi. Được kiểm tra với shipper coi còn sealkhông. Máy[112,114,p] mới100%nhé, mãVNA, khui ra còn seal trong với ngoàiluôn. Lúc mới giao thì hộp có băng keo niêm phong của Tikinữa. Mở máy lên thì có80% pinsẵn, trong hộp chỉ có dây sạc và giấy hdsd củaApple. Với cả mình săn sale nên đc giá[346,348,p] rẻ so với ở ngoài bán gần cảtriệu, ncl ưng từA-Z. Fl lâu lắm rồi mới dám mua vì hàng nhiều tiền nên khi đặt qua mạng cũng hơirén. Nhưng kcg bất trắchết, Tiki số 1 🥰 Hssv xài dòng 11 này là ổn áp rồi hehe",p
"Bưu tá tikinow giao[15,18,p] nhanh thì nhanh thậtsự, 40 phút đã tớigiao, nhưng mà hay là do mình trả tiền trước nên bưu tá[116,121,neg] hơi mất lịchsự, kiểu nhanh nhanh chóng chóng không cho kiểm hàng luônấy, bỏ nhiều tiền sợ lắm chứtiki, không kịp làm gì đã hoàn thành luôn đơn rồi:( may là máy mọc mọi thứ ổncả, để*** thêm ạ",neu
"Tiki là lựa chọn số 1 khi muaonline, nhưng mình không thích cách đóng gói hàng[65,77,neg] dùng nhiều bao bìnilong, gây ô nhiễm môitrường.",neg
"* Sản phẩm[2,9,p] rất xinh đẹp tuyệtvời, tôi không thể trông đợi gìhơn. Cảm ơn nhà cungcấp, nhà sảnxuất, cảm ơn người bánhàng, cảm ơn sàn thương mại điệntử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thếnày. * Hàng đóng gói[235,242,p] rấtđẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc góihàng. Hộp[342,344,p] không có dấu hiệu bịmóp, chứng tỏ bộ phận vận chuyển đã nâng như nângtrứng, hứng như hứnghoa. Xin nghiêng mình cảm ơn vì tấtcả. * Thời gian vận chuyển[487,506,neu] rất hợplí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏicổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắnnhất.",p
"Dùngbền, ổnđịnh, trừ việc pin[26,28,neg] nhanhchai. Lúc mớimua, một lần xạc đầy dùng được 2ngày; chỉ sau vài tháng thì còn dùng được 1ngày.",neg
"Sản phẩm[0,7,p] đúng mới nguyênseal, chưaactive, mình nhận ngày hôm nay dùng rất hàilòng. Tuy nhiên mình có ý kiến là tiki gói hàng[124,131,neg] hơi mong manh dễ vỡquá, hàng giá trị cao mà ko có nylon bong bóng chống sốc gìcả. một góc hộp[232,238,neg] bị cấnđùn, may sao máy cònnguyên.",neg
"Giao hàng[0,8,p]đủ. Dịch vụ[20,26,p]tốt. Tôi đau đớn tôi gục ngã nhưng tất cả hàng đều đủ không sao cả#unmeishop#mevabeaiko#mevabeunmei#unmei#babyshop#mom&baby#unmei.com.vn#unmeishop #mevabe",p
"luôn tin tưởngtiki, đóng gói[20,27,p] kĩcàng, shipper[46,52,p] thânthiện, giao hàng[74,82,p]nhanh, chất lượng sản phẩm[99,117,p] tuyệtvời. Lần đầu mua hàng giá trị trên tiki nhưng rất hàilòng, mình xài 3 4th r k thấy máy rất ok",p
"Hôm nay đặt hàng xong2-3 tiếng thì nhận được hàngluôn, hàng đóng gói[60,67,p]ổn, nguyên đai nguyênkiện, đúng màu[109,111,p] ưa thích củabố. Trước mắt điện thoại[150,159,neu] rấtOK, không có gì để phàn nàncả, iPhonemà!!!",p
"Trước mắt mọi thứ đều ổn, cảm ơntiki, và góp ý, cậu giao hàng[52,60,p] quá nhiệt tình luôn, niềm nở phong cách quá hay mà ít ng đc nhưvậy, tiki luôn là niềm tin của tôi, cảm ơn rất nhiều",p
"Hàng[0,3,p] nguyên seal đẹpluôn. Mà ko thấy có giấy bảo hành đi kèm, k biết tiki bảo hành như nào ạ",p
"lần đầu tiên mua trên tiki sp giá trị cao lại ck trước nên rất là hồihộp. Nhận được hàng[84,87,p] mừng quátrời. sản phẩm[103,110,p] còn nguyênseal. đóng gói[139,146,p] cẩnthận. Đúng hàng chínhhãng. Mình mua tặng nên hy vọng ông xãthích.",p
trải nghiệm lần đầu mua iPhone qua Tiki nó cứ phải nói làTUYỆT!VỜI!,
"Đặt tối hômtrước, trưa hôm sau đã nhậnđược, hàng chuẩn đúng màu[60,62,p] yêuthích, lần đầu sạc[91,93,neu] có nóng máy nhưng sau thì thấyổn, trước mắt dùng vẫn ok",neu
"Tối đặt thì sáng đã nhận đượcrồi. Đóng gói[34,41,p] cẩn thận có mã OPT thì mới nhận đcnhé. Máy[91,93,p] đúng đẹp kiểm tra đúng mãnhé. Tạm thời sử dụng chưa có vấn đề gì",p
"Mình lần đầu mua hàng điện thoai quaTiki, mua sản phảm[46,53,neg] Ip11 128gb về xài vài ngày thì liên tục bị lỗi(nói đầu dây bên kia khôngnghe). Liên hệ Tiki để đổitrả, mà như cựchình. Bộ phận chăm sóc khách hàng[185,211,neg] thì phản hồichậm. Mình viết mail rồi gọi điện thoại liên tục nhưng chỉ toàn nhận đc 1 câu trả lời chungchung, tiền mình bỏ ra mua phải sản phẩm bị lỗi mà yêu cầu hoàn tiền lại thì như đi xinvậy, thất chán hết nói(sau hơn 2 tuần liên tục gọiđiện, mail hối thúc thì mới nhận lại đượctiền). Mình rất không hài lòng về cách làm việc của nhân viênTiki, hưa tới hứa lui không rõ ràng và không giữ đúng lời hứa với kháchhàng. Làm mất đi hình ảnh tốt đẹp của Tiki bao lâu nay trongmình.",neg
"Tuy mình ởHN, hàng không có sẵn nên không dùng được Tikinow nhưng Tiki có cách thức bảo mật[74,90,p] khá antâm, bên vận chuyển[116,125,p] cũng cótâm. Các bạn nhận hàng mà ko tiện kiểm tra ngay thì lúc đập hộp có thể quay video để dễ dàng phản ánhlỗi. Máy của mình có 1 dải nilon nhỏ ở cạnhmáy, mang ra TGDĐ họ gắp nhíp cũng kora, nhưng ngoài ra thì chưa thấy lỗigì.",p
"Vì dịch nên mình nhận hàng[17,25,neg] kháchậm, mất 15 ngàylận, lúc chờ đợi cũng hơi khó chịu 1chút, nhưng giao nhận món hàng có giá trị cao thì Tiki làm rất tốt đó là có mãcode, đồng thời cũng gửi mail để thông báo mong khách thông cảm vì giaotrễ. Điện thoại[248,257,p] đến giờ vẫn xài tốt không vấnđề, ngày bảo hành bắt đầu cùng ngày kíchhoạt. Nói chung là hàilòng.",neu
"Tiki giao hàng[5,13,p]nhanh, đóng gói[29,36,p] cực kỳ cẩnthận, hàng giá trị lớn nên yêu cầu xác nhận OTP trước khi giao--> cực kỳ cẩntrọng. Điện thoại[133,149,p] ngon xịnmịn, check serial chưaactive, hàng sản xuất năm 2021 mớitoanh. Đã từng mua một chiếc XR và bây giờ mua hai chiếc 11 vẫn cực kỳ hài lòng? Good job Tiki!!!",p
"Ảnh[0,2,p] đẹp sắc nét, full box chưa active uy tín chất lượng, ảnh chỉ mang tính chất minh hoạ. Giá[97,99,p] cả ok",p
"Hàng[0,3,p] new nguyên seal chưaactive, mãVn/a. Check bh đúngngày. Tuy nhiên đóng gói[77,84,neg] thấy koổn, chỉ lót giấy ở đáy hộp[127,129,neg](?) ko lót trên và xungquanh, hàng giá trị lớn mà đóng gói như này thì kohay, hộp iphone của mìnn bị mópcạnh. Tiki nên củng cố lại khâunày, mình thấy nhiều comment về đóng góirồi.",neg
"Hàng[0,3,p] nguyênseal, giao hàng[24,32,neg] tương đối chận dù giao từ Hà nội(dự kiến16/9,20/9 mình nhậnđược). Lần này khâu gói hàng[124,131,neg] của tiki hơi ẩuạ, không có xốp chồngsốc, chỉ có 1 lớpgiấy, mong tiki có cảithiện, mình nghĩ hàng điện tử cần đóng gói cẩn thận hơn(tiki ko có đăng tải videofeedback(. Mình vẫn đánh giá5* vì là khách quen của tikitrading.",neg
"mình đã dùng 1tuần. mình mua trả góp qua thẻ tíndụng, đặt vào buổi trưa tầm1-2 tiếng sau có máy[92,94,p]luôn. máy chínhhãng, chấtlượng, hiện tại đã được 1 tuần nhưng trộm vía máy chưa có vấn đềgì. pin[197,199,p] khátrâu, dùng tròn 2 ngày mới hết sạchpin. cảm ơn tiki ạ",p
"Ok ngon lành cànhđào. Đây là lần thứ 2 mình mua iPhone trênTiki. Lần trước muaIP7, nó mới vừa bị ngỏm IC nên đành mua cái khácxài. Đang xàitốt, nhỏ gọn mạnh mẽmà…tiếc thật@@",
" Giao hàng[1,9,p] đúnghẹn, mình mua từ20/11, tính đến hiện tại dùng được hơn 2 tuần thì thấy sản phẩm[93,100,p] vẫn rấtmượt. Check đúng chính hãng và có bảo hành trênweb. Tuy nhiên đến bây giờ mình vẫn chưa nhận được hoá đơn điện tử dù mua được hơn 2 tuần rồi",p
"dịch vụ hỗ trợ khách hàng[0,24,neg]tệ.Nhờ hỗ trợ bổ sung thông tin hoáđơn, lại báo đơn hàng đang giao không bổ sungđược? Vẫn không hiểu ai nghĩ ra qui trình việc xuất hoá đơn và giao hàng là liên quan nhau không được chỉnhsửa?? Đánh giá chất lượng dịch vụ dựa vào sựcố, còn muốn tất cả theo qui trình củamình, không hỗ trợ được thì khỏi cầncskh, đưa con bot ra là đượcrồi, để cho dùng nói chuyến với máythôi.",neg
"Pin[0,2,neg] khôngtốt. Tụtnhanh. Active có ngay thông báo về pin",neg
" Giao hàng[1,9,p]nhanh. Nhân viên giao hàng[24,42,p] rất thân thiện và nhiệttình. Hàng[82,85,p] đúng như môtả.",p
"Đây là đơn hàng giá trị cao nhất mình từng mua ở Tiki gần 18 triệu nhưng đóng gói[73,80,neg] quátệ, lấy bìa cartoon cắt để chốngsốc, rất mất thẫm mỹ và thiếu sự tôn trọng kháchhàng. Tiki chưa bao giờ làm mình thất vọng cho đến khi nhận được đơn hàngnày.",neg
"Review cho những bạn có ý định muanha 1. Giao hàng[41,49,p]nhanh, đóng gói[66,73,p]kỹ, mình ở HN có thể giao siêu tốc hoặcchậm, mình mua hôm tối T7 và giao trước 12h sáng chủ nhậtạ 2. Thủ tục thanhtoán - Muathẳng: thanh toán luôn thì các bạn biết r mình k đề cậpnữa, chỉ việc thanh toán và nhận hàng thôinhé - Mua trả góp qua thẻ tíndụng: thẻ của các bạn phải có định mức cao hơn hoặc bằng với giá trị đơn hàngnhé, nếu nhỏ hơn thì các bạn có thể chuyển thêm tiền vào thẻ để cho đủ trước khi thanhtoán, nếu không sẽ không thanh toánđược. 3. Reviewmáy: Máy[551,553,neu] nguyên seal mình mua màu đen mới nhận hiện chưa có hiện tượnggì, mình sẽ cập nhật sau khi sử dụngạ. Máy chỉ bao gồm máy và dâysạc, chưa có củ sạc đâu nên mọi người phải muanhé. 4. Khi cài đặt máy thì các bạn xem hướng dẫn trên gg hoặc các cmt trướcnhé(đối với bạn nào lần đầu càiđặt)",p
